,Age,Days on Site,Listed By,Lot Size,MLS®#,Size,Style,Taxes,Type,Walk Score,address,city,hoot,img_link,price,Business Type,Property Type,Zoning
875,6-15 years,"111 (Oct 16, 2019)","Homelife Golconda Realty Inc., Brokerage",75.00 x 110 Feet,C4609479,5000 sqft,2-Storey,"$20,702 /yr",Detached,22,93 Larkfield Drive,Toronto,Banbury-don Mills,https://photos.zolo.ca/93-larkfield-drive-toronto-c4609479-photo-1-processed-480.jpg?2019-12-27+16%3A16%3A38,"$4,490,000",,,
876,No Data,"111 (Oct 16, 2019)","Snobar Realty Group Inc., Brokerage",50.00 x 141.75 Feet,W4608279,No Data,Bungalow,"$3,749 /yr",Detached,60,15 Dixon Road,Toronto,Humber Heights,https://photos.zolo.ca/15-dixon-road-toronto-w4608279-photo-1-processed-480.jpg?2020-01-30+18%3A22%3A01,"$1,099,888",,,
877,No Data,"112 (Oct 16, 2019)","Forest Hill Real Estate Inc., Brokerage",25.00 x 100 Feet,E4608510,No Data,2-Storey,"$3,040 /yr",Detached,78,61 Virginia Avenue,Toronto,Woodbine-lumsden,https://photos.zolo.ca/61-virginia-avenue-toronto-e4608510-photo-1-processed-480.jpg?2020-02-04+13%3A23%3A13,"$1,788,000",,,
878,100 years,"112 (Oct 16, 2019)","Royal Lepage Real Estate Services Heaps Estrin Team, Brokera",88.48 x 408.21 Feet,C4608489,5000 sqft,2-Storey,"$34,372 /yr",Detached,15,208 Roxborough Drive,Toronto,Rosedale-moore Park,https://photos.zolo.ca/208-roxborough-drive-toronto-c4608489-photo-1-processed-480.jpg?2019-12-12+14%3A45%3A53,"$8,995,000",,,
879,No Data,"112 (Oct 16, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",77.66 x 159.71 Feet,C4608386,No Data,2-Storey,"$20,727 /yr",Detached,44,80 Highland Crescent,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/80-highland-crescent-toronto-c4608386-photo-1-processed-480.jpg?2020-02-04+08%3A20%3A38,"$5,180,000",,,
880,No Data,"112 (Oct 16, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",100.00 x 206.42 Feet,C4608288,No Data,2-Storey,"$22,168 /yr",Detached,50,6 Fifeshire Road,Toronto,St. Andrew-windfields,https://photos.zolo.ca/6-fifeshire-road-toronto-c4608288-photo-1-processed-480.jpg?2020-02-04+08%3A20%3A30,"$6,780,000",,,
881,No Data,"112 (Oct 16, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",81.73 x 120.8 Feet,C4608274,No Data,2-Storey,"$10,780 /yr",Detached,61,146 Bannatyne Drive,Toronto,St. Andrew-windfields,https://photos.zolo.ca/146-bannatyne-drive-toronto-c4608274-photo-1-processed-480.jpg?2020-02-03+09%3A13%3A42,"$3,080,000",,,
882,No Data,"112 (Oct 15, 2019)","Re/max Professionals Inc., Brokerage",85.01 x 159 Feet,W4607881,3500-5000 sqft,Sidesplit 5,No Data,Detached,15,30 Edenbrook Hill,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/30-edenbrook-hill-toronto-w4607881-photo-1-processed-480.jpg?2020-02-03+15%3A26%3A31,"$3,999,900",,,
883,No Data,"112 (Oct 15, 2019)","Century 21 People`s Choice Realty Inc., Brokerage",40.00 x 132 Feet,W4607727,No Data,3-Storey,"$6,562 /yr",Detached,94,7 Laxton Avenue,Toronto,South Parkdale,https://photos.zolo.ca/7-laxton-avenue-toronto-w4607727-photo-1-processed-orig.jpg?2019-12-06+10%3A40%3A16,"$2,100,000",,,
884,No Data,"113 (Oct 15, 2019)","Living Realty Inc., Brokerage",40.00 x 128 Feet,C4607688,3500-5000 sqft,3-Storey,"$22,280 /yr",Detached,79,22 Strathearn Boulevard,Toronto,Forest Hill South,https://photos.zolo.ca/22-strathearn-boulevard-toronto-c4607688-photo-1-processed-480.jpg?2019-10-16+17%3A11%3A39,"$6,380,000",,,
885,No Data,"113 (Oct 15, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",86.30 x 145.2 Feet,C4607499,5000 sqft,2-Storey,"$26,239 /yr",Detached,60,164 Beechwood Avenue,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/164-beechwood-avenue-toronto-c4607499-photo-1-processed-480.jpg?2020-01-17+12%3A56%3A55,"$5,995,000",,,
886,No Data,"113 (Oct 15, 2019)","Forest Hill Real Estate Inc., Brokerage",50.00 x 190 Feet,C4607095,No Data,2-Storey,"$25,341 /yr",Detached,41,11 Honeywell Place,Toronto,St. Andrew-windfields,https://photos.zolo.ca/11-honeywell-place-toronto-c4607095-photo-1-processed-480.jpg?2019-12-23+13%3A13%3A56,"$4,499,000",,,
887,No Data,"114 (Oct 14, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",73.00 x 207 Feet,C4605080,No Data,2-Storey,No Data,Detached,17,12 Winton Road,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/12-winton-road-toronto-c4605080-photo-1-processed-480.jpg?2020-01-17+10%3A16%3A23,"$9,998,000",,,
888,No Data,"114 (Oct 14, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",70.00 x 200.25 Feet,C4605393,No Data,2-Storey,"$25,542 /yr",Detached,34,110 Arjay Crescent,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/110-arjay-crescent-toronto-c4605393-photo-1-processed-480.jpg?2020-02-03+15%3A20%3A08,"$6,500,000",,,
889,0-5 years,"115 (Oct 13, 2019)","Re/max Ace Realty Inc., Brokerage",72.33 x 115 Feet,E4605834,3500-5000 sqft,2-Storey,No Data,Detached,70,1 Shaneen Boulevard,Toronto,Wexford-maryvale,https://photos.zolo.ca/1-shaneen-boulevard-toronto-e4605834-photo-1-processed-480.jpg?2020-01-25+17%3A13%3A40,"$1,949,900",,,
890,No Data,"115 (Oct 13, 2019)","Bay Street Group Inc., Brokerage",154.00 x 80.52 Feet,C4606093,3000-3500 sqft,2-Storey,"$6,580 /yr",Detached,25,501 Hidden Trail,Toronto,Westminster-branson,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$1,398,800",,,
891,No Data,"117 (Oct 10, 2019)","Homelife Golconda Realty Inc., Brokerage",48.00 x 106 Feet,C4604864,3500-5000 sqft,2-Storey,"$8,162 /yr",Detached,68,458 Glengarry Avenue,Toronto,Bedford Park-nortown,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$2,600,000",,,
892,No Data,"117 (Oct 10, 2019)","Bay Street Group Inc., Brokerage",50.00 x 130 Feet,C4604822,No Data,2-Storey,"$7,987 /yr",Detached,47,288 Johnston Avenue,Toronto,Lansing-westgate,https://photos.zolo.ca/288-johnston-avenue-toronto-c4604822-photo-1-processed-480.jpg?2019-10-10+20%3A35%3A45,"$2,390,000",,,
893,6-15 years,"118 (Oct 10, 2019)","Engel & Volkers Toronto Central, Brokerage",55.77 x 152 Feet,C4604396,3000-3500 sqft,2-Storey,"$10,141 /yr",Detached,12,176 Upper Canada Drive,Toronto,St. Andrew-windfields,https://photos.zolo.ca/176-upper-canada-drive-toronto-c4604396-photo-1-processed-480.jpg?2020-01-31+09%3A19%3A14,"$2,299,000",,,
894,16-30 years,"118 (Oct 10, 2019)","Homelife Frontier Realty Inc., Brokerage",73.00 x 201 Feet,C4604194,5000 sqft,Backsplit 5,"$10,526 /yr",Detached,54,353 Betty Ann Drive,Toronto,Willowdale West,https://photos.zolo.ca/353-betty-ann-drive-toronto-c4604194-photo-1-processed-480.jpg?2020-02-04+11%3A20%3A22,"$3,288,800",,,
895,No Data,"118 (Oct 10, 2019)","Re/max Crossroads Realty Inc., Brokerage",43.75 x 114.75 Feet,E4603825,2500-3000 sqft,2-Storey,No Data,Detached,60,27 Shropshire Drive,Toronto,Dorset Park,https://photos.zolo.ca/27-shropshire-drive-toronto-e4603825-photo-1-processed-480.jpg?2019-10-10+08%3A39%3A33,"$1,699,000",,,
896,No Data,"118 (Oct 10, 2019)","Re/max Hallmark Realty Ltd., Brokerage",20.01 x 111.54 Feet,E4603766,No Data,2-Storey,"$2,555 /yr",Detached,45,12 Warwick Castle Court,Toronto,Malvern,https://photos.zolo.ca/12-warwick-castle-court-toronto-e4603766-photo-1-processed-480.jpg?2019-10-20+13%3A13%3A43,"$560,000",,,
897,No Data,"118 (Oct 9, 2019)","Real Estate Homeward, Brokerage",50.00 x 300 Feet,E4603653,No Data,2-Storey,"$9,577 /yr",Detached,57,5 Midland Avenue,Toronto,Oakridge,https://photos.zolo.ca/5-midland-avenue-toronto-e4603653-photo-1-processed-480.jpg?2019-10-31+13%3A15%3A43,"$2,499,999",,,
898,No Data,"119 (Oct 9, 2019)","Re/max Realtron Realty Inc., Brokerage",40.50 x 140 Feet,C4603282,2500-3000 sqft,Bungalow,"$5,802 /yr",Detached,75,206 Willowdale Avenue,Toronto,Willowdale East,https://photos.zolo.ca/206-willowdale-avenue-toronto-c4603282-photo-1-processed-480.jpg?2020-01-15+21%3A56%3A18,"$1,498,000",,,
899,No Data,"120 (Oct 8, 2019)","Ipro Realty Ltd., Brokerage",34.44 x 109.9 Feet,E4601971,No Data,2-Storey,"$3,619 /yr",Detached,3,11 Carlisle Crescent,Toronto,Rouge E11,https://photos.zolo.ca/11-carlisle-crescent-toronto-e4601971-photo-1-processed-480.jpg?2019-12-18+10%3A21%3A42,"$949,900",,,
900,No Data,"120 (Oct 8, 2019)","Re/max Realtron Barry Cohen Homes Inc., Brokerage",25.00 x 150 Feet,C4601703,No Data,Other,No Data,Vacant Land,85,323 Melrose Avenue,Toronto,Bedford Park-nortown,https://photos.zolo.ca/323-melrose-avenue-toronto-c4601703-photo-1-processed-480.jpg?2020-02-04+11%3A20%3A16,"$1,495,000",,,
901,No Data,"121 (Oct 7, 2019)","Tradeworld Realty Inc, Brokerage",25.00 x 110 Feet,C4600944,No Data,2-Storey,"$7,350 /yr",Detached,37,59 Standish Avenue,Toronto,Rosedale-moore Park,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$1,950,000",,,
902,No Data,"121 (Oct 7, 2019)","Forest Hill Real Estate Inc., Brokerage",122.00 x 216 Feet,C4600820,No Data,3-Storey,"$51,991 /yr",Detached,49,43 Russell Hill Road,Toronto,Casa Loma,https://photos.zolo.ca/43-russell-hill-road-toronto-c4600820-photo-1-processed-480.jpg?2020-01-15+11%3A56%3A45,"$11,500,000",,,
903,New,"121 (Oct 7, 2019)","Century 21 Percy Fulton Ltd., Brokerage",49.00 x 82 Feet,C4600327,2500-3000 sqft,2-Storey,"$3,180 /yr",Detached,61,179 Parkview Avenue,Toronto,Willowdale East,https://photos.zolo.ca/179-parkview-avenue-toronto-c4600327-photo-1-processed-480.jpg?2020-01-19+12%3A14%3A01,"$2,388,000",,,
904,No Data,"121 (Oct 7, 2019)","Wynn Realty Corporation, Brokerage",25.00 x 118 Feet,C4600157,3500-5000 sqft,3-Storey,"$7,101 /yr",Detached,94,179 Crawford Street,Toronto,Trinity-bellwoods,https://photos.zolo.ca/179-crawford-street-toronto-c4600157-photo-1-processed-480.jpg?2019-12-17+09%3A15%3A47,"$3,800,000",,,
905,No Data,"122 (Oct 6, 2019)","Re/max Realtron Realty Inc., Brokerage",30.00 x 136.68 Feet,E4599976,No Data,Bungalow,"$3,531 /yr",Detached,84,21 Rednor Road,Toronto,East York,https://photos.zolo.ca/21-rednor-road-toronto-e4599976-photo-1-processed-480.jpg?2019-10-07+09%3A59%3A47,"$999,999",,,
906,No Data,"123 (Oct 5, 2019)","Homelife New World Cindy Chen Realty Inc., Brokerage",40.00 x 106 Feet,C4599658,3000-3500 sqft,2-Storey,"$12,600 /yr",Detached,86,537 Douglas Avenue,Toronto,Bedford Park-nortown,https://photos.zolo.ca/537-douglas-avenue-toronto-c4599658-photo-1-processed-480.jpg?2019-10-18+20%3A11%3A15,"$2,780,000",,,
907,No Data,"123 (Oct 4, 2019)","Homelife/future Realty Inc., Brokerage",50.00 x 135 Feet,E4599379,3500-5000 sqft,2-Storey,"$5,800 /yr",Detached,60,34 Thatcher Avenue,Toronto,Cliffcrest,https://photos.zolo.ca/34-thatcher-avenue-toronto-e4599379-photo-1-processed-480.jpg?2019-10-08+12%3A28%3A17,"$1,688,800",,,
908,No Data,"124 (Oct 4, 2019)","Re/max Premier Inc., Brokerage",50.00 x 155.37 Feet,W4598659,No Data,2-Storey,"$8,166 /yr",Detached,16,286 Rustic Road,Toronto,Rustic,https://photos.zolo.ca/286-rustic-road-toronto-w4598659-photo-1-processed-480.jpg?2020-01-27+11%3A32%3A30,"$1,999,900",,,
909,No Data,"125 (Oct 3, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",55.00 x 172.14 Feet,C4597805,5000 sqft,3-Storey,"$25,141 /yr",Detached,60,257 Dunvegan Road,Toronto,Forest Hill South,https://photos.zolo.ca/257-dunvegan-road-toronto-c4597805-photo-1-processed-480.jpg?2020-01-14+14%3A56%3A24,"$5,500,000",,,
910,No Data,"125 (Oct 3, 2019)","Aimhome Realty Inc., Brokerage",151.39 x 115.48 Feet,C4597462,No Data,2-Storey,"$16,645 /yr",Detached,14,2 Shady Oaks Crescent,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/2-shady-oaks-crescent-toronto-c4597462-photo-1-processed-orig.jpg?2019-10-29+14%3A11%3A56,"$4,180,000",,,
911,New,"125 (Oct 3, 2019)","Re/max Realtron Realty Inc., Brokerage",40.00 x 140 Feet,C4597403,3500-5000 sqft,2-Storey,No Data,Detached,53,10 Glen Rush Boulevard,Toronto,Bedford Park-nortown,https://photos.zolo.ca/10-glen-rush-boulevard-toronto-c4597403-photo-1-processed-480.jpg?2020-01-30+11%3A19%3A19,"$4,288,000",,,
912,No Data,"125 (Oct 3, 2019)","Royal Lepage Real Estate Services Katy Torabi, Brokerage",53.35 x 243.33 Feet,C4597354,No Data,3-Storey,"$11,378 /yr",Detached,27,220 Owen Boulevard,Toronto,St. Andrew-windfields,https://photos.zolo.ca/220-owen-boulevard-toronto-c4597354-photo-1-processed-480.jpg?2020-02-04+08%3A20%3A14,"$2,880,000",,,
913,No Data,"125 (Oct 2, 2019)","Ipro Realty Ltd., Brokerage",95.10 x 202.33 Feet,W4596368,5000 sqft,Sidesplit 3,"$15,202 /yr",Detached,28,70 North Drive,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/70-north-drive-toronto-w4596368-photo-1-processed-480.jpg?2019-10-22+12%3A31%3A42,"$4,388,000",,,
914,No Data,"126 (Oct 2, 2019)","Re/max Realtron Realty Inc., Brokerage",50.00 x 150 Feet,C4596429,No Data,Bungalow,"$5,762 /yr",Detached,46,52 Wynn Road,Toronto,Willowdale West,https://photos.zolo.ca/52-wynn-road-toronto-c4596429-photo-1-processed-480.jpg?2020-02-05+00%3A20%3A07,"$1,680,000",,,
915,No Data,"126 (Oct 2, 2019)","Re/max Professionals Inc., Brokerage",102.20 x 200 Feet,W4596117,No Data,2-Storey,"$4,273 /yr",Detached,62,1 Westmount Park Road,Toronto,Humber Heights,https://photos.zolo.ca/1-westmount-park-road-toronto-w4596117-photo-1-processed-480.jpg?2020-01-31+15%3A21%3A49,"$4,777,700",,,
916,No Data,"126 (Oct 2, 2019)","Keller Williams Advantage Realty, Brokerage",118.54 x 115.25 Feet,C4596209,No Data,2-Storey,"$8,034 /yr",Detached,37,30 Bradgate Road,Toronto,Banbury-don Mills,https://photos.zolo.ca/30-bradgate-road-toronto-c4596209-photo-1-processed-480.jpg?2020-01-24+13%3A11%3A23,"$3,995,000",,,
917,New,"127 (Oct 1, 2019)","Allied International Realty Canada Inc., Brokerage",39.99 x 108.26 Feet,E4594188,2500-3000 sqft,2-Storey,No Data,Detached,31,37 Starfire Drive,Toronto,Highland Creek,https://photos.zolo.ca/37-starfire-drive-toronto-e4594188-photo-1-processed-480.jpg?2020-02-03+08%3A16%3A21,"$1,450,000",,,
918,New,"127 (Oct 1, 2019)","Allied International Realty Canada Inc., Brokerage",47.54 x 108.3 Feet,E4594150,3000-3500 sqft,2-Storey,No Data,Detached,31,35 Starfire Drive,Toronto,Highland Creek,https://photos.zolo.ca/35-starfire-drive-toronto-e4594150-photo-1-processed-480.jpg?2020-02-03+08%3A16%3A14,"$1,550,000",,,
919,No Data,"127 (Sep 30, 2019)","Re/max Professionals Inc., Brokerage",50.79 x 122.5 Feet,W4593691,No Data,Bungalow,"$3,219 /yr",Detached,34,32 Farley Crescent,Toronto,Willowridge-martingrove-richview,https://photos.zolo.ca/32-farley-crescent-toronto-w4593691-photo-1-processed-480.jpg?2020-02-03+15%3A26%3A26,"$967,000",,,
920,6-15 years,"128 (Sep 30, 2019)","Re/max Professionals Inc., Brokerage",46.00 x 233 Feet,W4592734,3500-5000 sqft,2-Storey,"$15,257 /yr",Detached,19,9 Cobble Hills,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/9-cobble-hills-toronto-w4592734-photo-1-processed-480.jpg?2020-01-27+13%3A31%3A23,"$3,730,000",,,
921,No Data,"132 (Sep 26, 2019)","Century 21 Leading Edge Realty Inc., Brokerage",50.00 x 126.5 Feet,C4590507,No Data,Bungalow,"$7,000 /yr",Detached,88,79 Empress Avenue,Toronto,Willowdale East,https://photos.zolo.ca/79-empress-avenue-toronto-c4590507-photo-1-processed-480.jpg?2019-09-26+15%3A56%3A38,"$2,198,888",,,
922,51-99 years,"133 (Sep 25, 2019)","My Move Realty, Brokerage",85.24 x 147 Feet,C4589262,1500-2000 sqft,Bungalow-Raised,"$10,297 /yr",Detached,22,9 Viamede Crescent,Toronto,Bayview Village,https://photos.zolo.ca/9-viamede-crescent-toronto-c4589262-photo-1-processed-480.jpg?2019-12-09+17%3A23%3A22,"$2,450,000",,,
923,No Data,"134 (Sep 24, 2019)","Re/max Realtron Lucky Penny Homes Realty, Brokerage",50.00 x 136 Feet,C4587807,No Data,Bungalow,"$7,932 /yr",Detached,45,2 Bayberry Crescent,Toronto,Bayview Village,https://photos.zolo.ca/2-bayberry-crescent-toronto-c4587807-photo-1-processed-480.jpg?2020-01-18+16%3A11%3A00,"$1,880,000",,,
924,No Data,"134 (Sep 23, 2019)","Re/max Realtron Realty Inc., Brokerage",50.00 x 133 Feet,C4586902,No Data,Backsplit 3,"$6,172 /yr",Detached,35,14 Alonzo Road,Toronto,Willowdale West,https://photos.zolo.ca/14-alonzo-road-toronto-c4586902-photo-1-processed-orig.jpg?2020-01-17+14%3A56%3A24,"$1,699,000",,,
925,0-5 years,"138 (Sep 20, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",98.67 x 346 Feet,W4584073,5000 sqft,2-Storey,"$37,914 /yr",Detached,26,43 North Drive,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/43-north-drive-toronto-w4584073-photo-1-processed-480.jpg?2019-12-04+16%3A28%3A05,"$8,288,000",,,
926,No Data,"138 (Sep 20, 2019)","Re/max Realtron Realty Inc., Brokerage",60.00 x 100 Feet,C4584139,No Data,Bungalow-Raised,"$5,024 /yr",Detached,51,14 Elder Street,Toronto,Bathurst Manor,https://photos.zolo.ca/14-elder-street-toronto-c4584139-photo-1-processed-480.jpg?2020-01-13+09%3A16%3A49,"$1,550,000",,,
927,No Data,"138 (Sep 20, 2019)","Re/max Empire Realty, Brokerage",40.00 x 132.5 Feet,E4583761,No Data,2-Storey,"$3,784 /yr",Detached,45,42 Mcgrath Court,Toronto,Centennial Scarborough,https://photos.zolo.ca/42-mcgrath-court-toronto-e4583761-photo-1-processed-480.jpg?2019-09-28+12%3A24%3A21,"$1,050,000",,,
928,No Data,"139 (Sep 19, 2019)","Re/max West Realty Inc., Brokerage",60.01 x 255.07 Feet,E4582417,No Data,2-Storey,"$7,575 /yr",Detached,20,107 Sylvan Avenue,Toronto,Scarborough Village,https://photos.zolo.ca/107-sylvan-avenue-toronto-e4582417-photo-1-processed-480.jpg?2020-01-22+17%3A38%3A06,"$2,075,000",,,
929,No Data,"140 (Sep 18, 2019)","Homelife Woodbine Realty Inc., Brokerage",45.00 x 111 Feet,W4581144,No Data,Bungalow,"$3,158 /yr",Detached,75,51 Barkwin Drive,Toronto,Thistletown-beaumonde Heights,https://photos.zolo.ca/51-barkwin-drive-toronto-w4581144-photo-1-processed-480.jpg?2019-09-18+13%3A17%3A42,"$899,900",,,
930,New,"141 (Sep 17, 2019)","Century 21 Leading Edge Realty Inc., Brokerage",73.00 x 293 Feet,E4579412,3500-5000 sqft,2-Storey,No Data,Detached,9,219 Rouge Hills Drive,Toronto,Rouge E10,https://photos.zolo.ca/219-rouge-hills-drive-toronto-e4579412-photo-1-processed-480.jpg?2019-12-19+11%3A19%3A34,"$1,999,000",,,
931,No Data,"142 (Sep 16, 2019)","Intercity Realty Inc., Brokerage",45.00 x 120 Feet,W4578492,No Data,2-Storey,No Data,Detached,73,19 Benalto Road,Toronto,Yorkdale-glen Park,https://photos.zolo.ca/19-benalto-road-toronto-w4578492-photo-1-processed-480.jpg?2020-02-04+11%3A35%3A32,"$2,399,000",,,
932,No Data,"142 (Sep 16, 2019)","Re/max Hallmark Realty Ltd., Brokerage",60.00 x 130 Feet,C4578534,No Data,1 1/2 Storey,"$4,000 /yr",Detached,58,7 Glenborough Park Crescent,Toronto,Newtonbrook West,https://photos.zolo.ca/7-glenborough-park-crescent-toronto-c4578534-photo-1-processed-orig.jpg?2019-10-09+14%3A26%3A18,"$1,469,800",,,
933,No Data,"142 (Sep 16, 2019)","Re/max Professionals Inc., Brokerage",46.35 x 265.25 Feet,W4578183,3500-5000 sqft,2-Storey,"$14,816 /yr",Detached,7,50 Edenbrook Hill,Toronto,Edenbridge-humber Valley,https://photos.zolo.ca/50-edenbrook-hill-toronto-w4578183-photo-1-processed-480.jpg?2020-02-05+13%3A25%3A37,"$5,498,000",,,
934,51-99 years,"142 (Sep 16, 2019)","Royal Lepage Estate Realty, Brokerage",No Data,E4578134,3500-5000 sqft,Bungalow,"$4,753 /yr",Detached,5,2270 Meadowvale Road,Toronto,Rouge E11,https://photos.zolo.ca/2270-meadowvale-road-toronto-e4578134-photo-1-processed-480.jpg?2020-01-22+06%3A38%3A01,"$3,958,888",,,
935,0-5 years,"143 (Sep 15, 2019)","Re/max Premier Inc., Brokerage",50.00 x 122 Feet,W4577690,3500-5000 sqft,2-Storey,No Data,Detached,53,61 Ridge Point Crescent,Toronto,Brookhaven-amesbury,https://photos.zolo.ca/61-ridge-point-crescent-toronto-w4577690-photo-1-processed-480.jpg?2020-02-05+10%3A35%3A21,"$1,999,888",,,
936,16-30 years,"145 (Sep 13, 2019)","Royal Lepage Real Estate Services Ltd., Brokerage",136.15 x 310.29 Feet,W4577046,5000 sqft,2-Storey,"$42,430 /yr",Detached,39,65 Kingsway Crescent,Toronto,Kingsway South,https://photos.zolo.ca/65-kingsway-crescent-toronto-w4577046-photo-1-processed-480.jpg?2019-12-18+14%3A25%3A05,"$12,800,000",,,
937,No Data,"145 (Sep 13, 2019)","Bay Street Group Inc., Brokerage",121.00 x 132.33 Feet,C4576884,5000 sqft,2-Storey,"$23,218 /yr",Detached,36,50 Wimpole Drive,Toronto,St. Andrew-windfields,https://photos.zolo.ca/50-wimpole-drive-toronto-c4576884-photo-1-processed-480.jpg?2019-12-16+22%3A13%3A10,"$4,990,000",,,
938,No Data,"145 (Sep 12, 2019)","Homelife Landmark Realty Inc., Brokerage",48.00 x 140 Feet,C4575916,3500-5000 sqft,2-Storey,"$15,300 /yr",Detached,50,6 Community Circle,Toronto,Willowdale West,https://photos.zolo.ca/6-community-circle-toronto-c4575916-photo-1-processed-480.jpg?2019-10-14+17%3A12%3A45,"$2,290,000",,,
939,No Data,"145 (Sep 12, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",121.00 x 133 Feet,C4575565,5000 sqft,2-Storey,"$36,720 /yr",Detached,39,42 Wimpole Drive,Toronto,St. Andrew-windfields,https://photos.zolo.ca/42-wimpole-drive-toronto-c4575565-photo-1-processed-480.jpg?2019-10-29+14%3A11%3A34,"$11,988,888",,,
940,No Data,"146 (Sep 12, 2019)","Re/max Premier Inc., Brokerage",40.00 x 105 Feet,W4574696,No Data,2 1/2 Storey,"$2,786 /yr",Detached,56,29 Chryessa Avenue,Toronto,Rockcliffe-smythe,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","$949,000",,,
941,No Data,"147 (Sep 11, 2019)","Harvey Kalles Real Estate Ltd., Brokerage",94.93 x 389 Feet,C4573175,5000 sqft,2-Storey,"$46,606 /yr",Detached,17,75 Highland Crescent,Toronto,Bridle Path-sunnybrook-york Mills,https://photos.zolo.ca/75-highland-crescent-toronto-c4573175-photo-1-processed-480.jpg?2020-01-28+10%3A18%3A58,"$11,800,000",,,
942,No Data,"147 (Sep 11, 2019)","Slavens & Associates Real Estate Inc., Brokerage",65.00 x 120 Feet,C4573134,No Data,2 1/2 Storey,"$27,050 /yr",Detached,60,274 Forest Hill Road,Toronto,Forest Hill South,https://photos.zolo.ca/274-forest-hill-road-toronto-c4573134-photo-1-processed-480.jpg?2020-02-05+10%3A14%3A51,"$6,298,000",,,
943,No Data,"147 (Sep 10, 2019)","Sutton Group-admiral Realty Inc., Brokerage",39.32 x 173.41 Feet,C4572884,3500-5000 sqft,2-Storey,"$9,084 /yr",Detached,43,17 Equestrian Court,Toronto,Bayview Woods-steeles,https://photos.zolo.ca/17-equestrian-court-toronto-c4572884-photo-1-processed-480.jpg?2019-12-03+15%3A11%3A45,"$2,499,900",,,
944,New,"148 (Sep 10, 2019)","Royal Lepage Signature Realty, Brokerage",40.00 x 140 Feet,W4572209,2500-3000 sqft,2-Storey,"$4,122 /yr",Detached,57,52 Charleston Road,Toronto,Islington-city Centre West,https://photos.zolo.ca/52-charleston-road-toronto-w4572209-photo-1-processed-480.jpg?2020-01-21+12%3A49%3A35,"$2,199,999",,,
945,No Data,"148 (Sep 9, 2019)","Century 21 Heritage Group Ltd., Brokerage",60.00 x 162 Feet,C4571236,No Data,Bungalow,"$6,304 /yr",Detached,43,10 Aneta Circle,Toronto,Newtonbrook East,https://photos.zolo.ca/10-aneta-circle-toronto-c4571236-photo-1-processed-480.jpg?2020-01-25+18%3A13%3A28,"$1,688,000",,,
946,No Data,"150 (Sep 8, 2019)","Re/max West Realty Inc., Brokerage",50.00 x 127 Feet,C4569721,1500-2000 sqft,Bungalow,"$6,800 /yr",Detached,46,297 Empress Avenue,Toronto,Willowdale East,https://photos.zolo.ca/297-empress-avenue-toronto-c4569721-photo-1-processed-480.jpg?2020-02-05+09%3A14%3A51,"$2,098,000",,,
947,51-99 years,"152 (Sep 6, 2019)","Sutton Group-tower Realty Ltd., Brokerage",57.00 x 120.52 Feet,W4568801,1100-1500 sqft,Bungalow,"$4,376 /yr",Detached,76,61 Sparrow Avenue,Toronto,Yorkdale-glen Park,https://photos.zolo.ca/61-sparrow-avenue-toronto-w4568801-photo-1-processed-480.jpg?2020-02-05+13%3A25%3A28,"$1,200,000",,,
948,No Data,"152 (Sep 6, 2019)","Re/max Crossroads Realty Inc., Brokerage",31.00 x 113 Feet,C4567713,No Data,2-Storey,"$5,800 /yr",Detached,75,44 Fairfield Road,Toronto,Mount Pleasant East,https://photos.zolo.ca/44-fairfield-road-toronto-c4567713-photo-1-processed-480.jpg?2020-01-30+16%3A19%3A09,"$1,699,000",,,
